Bias Frequency, dC/dV Amplitude , dC/dV Q 
0.50000 13.61084 -6.34766
0.89063 59.99756 -58.34961
1.28125 118.89648 -106.93359
1.67188 157.53174 -59.08203
2.06250 180.54199 42.96875
2.45313 271.42334 129.63867
2.84375 285.64453 212.40234
3.23438 298.46191 -149.90234
3.62500 126.77002 -4.15039
4.01563 415.77148 364.50195
4.40625 324.09668 25.87891
4.79688 378.78418 -275.87891
5.18750 444.88525 -365.96680
5.57813 347.35107 -300.53711
5.96875 187.50000 -147.46094
6.35938 151.36719 -143.55469
6.75000 134.46045 -124.51172
7.14063 112.73193 -106.20117
7.53125 122.98584 -122.55859
7.92188 161.01074 -160.15625
8.31250 73.97461 -72.26563
8.70313 95.21484 -78.85742
9.09375 48.46191 -43.21289
9.48438 70.43457 -64.20898
9.87500 61.95068 -59.32617
10.26563 39.48975 -37.35352
10.65625 54.19922 -53.95508
11.04688 52.85645 -50.53711
11.43750 31.86035 -27.83203
11.82813 48.58398 -44.43359
12.21875 48.21777 -48.33984
12.60938 70.19043 -60.05859
13.00000 56.21338 -55.17578
13.39063 17.02881 -17.08984
13.78125 42.29736 -42.48047
14.17188 16.78467 -16.35742
14.56250 20.75195 -20.99609
14.95313 20.75195 -0.48828
15.34375 33.44727 22.21680
15.73438 36.86523 -26.85547
16.12500 65.42969 -50.78125
16.51563 43.27393 -41.25977
16.90625 38.63525 -21.48438
17.29688 53.52783 -41.01563
17.68750 41.07666 -35.40039
18.07813 51.81885 -31.25000
18.46875 21.91162 -21.24023
18.85938 45.04395 -44.43359
19.25000 13.18359 -10.00977
19.64063 31.92139 -25.87891
20.03125 28.50342 -27.83203
20.42188 15.50293 -13.42773
20.81250 7.38525 -7.32422
21.20313 21.85059 -20.26367
21.59375 43.70117 -37.84180
21.98438 2.25830 1.46484
22.37500 42.35840 -39.79492
22.76563 18.98193 -6.83594
23.15625 24.16992 -18.06641
23.54688 18.73779 -11.47461
23.93750 16.84570 -16.84570
24.32813 42.48047 -26.85547
24.71875 31.55518 -31.73828
25.10938 23.07129 -23.19336
25.50000 31.98242 23.43750
25.89063 47.85156 -47.60742
26.28125 8.30078 -7.32422
26.67188 35.70557 4.63867
27.06250 13.54980 -11.47461
27.45313 18.24951 -13.91602
27.84375 9.64355 -9.76563
28.23438 12.93945 7.81250
28.62500 40.52734 -33.69141
29.01563 43.64014 -30.27344
29.40625 44.12842 -28.56445
29.79688 29.66309 -24.41406
30.18750 7.01904 1.70898
30.57813 10.98633 0.97656
30.96875 31.31104 -25.14648
31.35938 22.21680 -12.20703
31.75000 43.57910 -24.41406
32.14063 26.24512 -24.90234
32.53125 8.91113 6.83594
32.92188 22.70508 -4.88281
33.31250 23.92578 -6.59180
33.70313 18.31055 5.12695
34.09375 24.84131 -13.67188
34.48438 21.17920 -13.67188
34.87500 16.23535 4.88281
35.26563 22.09473 -21.24023
35.65625 21.78955 -9.76563
36.04688 20.93506 -16.11328
36.43750 12.51221 -10.49805
36.82813 24.35303 20.50781
37.21875 40.16113 -40.28320
37.60938 13.91602 -7.08008
38.00000 24.78027 -10.00977
38.39063 18.49365 -2.68555
38.78125 7.32422 -7.32422
39.17188 24.65820 -24.65820
39.56250 4.08936 2.68555
39.95313 21.66748 -11.96289
40.34375 41.99219 -36.13281
40.73438 43.21289 31.25000
41.12500 2.25830 -2.44141
41.51563 51.51367 -29.29688
41.90625 32.59277 -32.71484
42.29688 22.03369 7.56836
42.68750 12.63428 -2.19727
43.07813 39.12354 -38.33008
43.46875 25.08545 4.15039
43.85938 51.20850 11.71875
44.25000 29.47998 -20.99609
44.64063 20.81299 -20.26367
45.03125 16.17432 12.93945
45.42188 26.79443 -24.65820
45.81250 40.03906 7.81250
46.20313 44.25049 -10.00977
46.59375 22.15576 -17.57813
46.98438 63.78174 -25.14648
47.37500 28.44238 -18.06641
47.76563 27.22168 -25.87891
48.15625 55.72510 -55.90820
48.54688 28.99170 -25.14648
48.93750 14.03809 13.67188
49.32813 45.89844 -43.21289
49.71875 32.16553 -28.32031
50.10938 20.87402 -18.31055
50.50000 36.86523 36.37695
50.89063 11.35254 -10.98633
51.28125 36.92627 -11.96289
51.67188 26.73340 -25.63477
52.06250 38.45215 35.64453
52.45313 27.46582 -14.89258
52.84375 28.32031 -28.32031
53.23438 10.13184 -5.61523
53.62500 33.08105 -27.58789
54.01563 27.64893 -26.85547
54.40625 13.30566 -11.23047
54.79688 13.06152 8.30078
55.18750 22.58301 -13.91602
55.57813 29.96826 -30.02930
55.96875 16.23535 -5.61523
56.35938 27.64893 -27.09961
56.75000 17.63916 -5.37109
57.14063 36.49902 20.75195
57.53125 43.45703 -41.99219
57.92188 56.88477 -56.15234
58.31250 29.29688 12.20703
58.70313 21.54541 -10.49805
59.09375 23.19336 -23.19336
59.48438 27.03857 -15.62500
59.87500 42.41943 -36.13281
60.26563 27.16064 21.48438
60.65625 35.88867 -33.69141
61.04688 10.37598 2.68555
61.43750 33.02002 -30.51758
61.82813 53.10059 42.48047
62.21875 18.79883 -18.79883
62.60938 46.56982 -40.77148
63.00000 13.12256 -11.47461
63.39063 37.59766 -31.98242
63.78125 31.49414 -31.49414
64.17188 26.91650 1.95313
64.56250 17.33398 -2.44141
64.95313 16.11328 -3.90625
65.34375 14.34326 4.15039
65.73438 7.81250 -7.81250
66.12500 35.27832 -32.47070
66.51563 39.79492 8.05664
66.90625 76.47705 -68.60352
67.29688 17.88330 -16.60156
67.68750 26.97754 -27.09961
68.07813 13.24463 12.69531
68.46875 50.84229 7.56836
68.85938 25.02441 -12.69531
69.25000 7.08008 3.90625
69.64063 15.62500 15.62500
70.03125 37.29248 29.54102
70.42188 17.45605 -15.62500
70.81250 3.96729 -2.44141
71.20313 14.77051 -14.64844
71.59375 52.49023 -48.82813
71.98438 35.27832 0.73242
72.37500 15.38086 9.03320
72.76563 33.75244 15.38086
73.15625 44.73877 -5.37109
73.54688 25.75684 -13.42773
73.93750 20.56885 20.26367
74.32813 19.47021 19.04297
74.71875 47.05811 0.24414
75.10938 50.53711 -50.78125
75.50000 38.20801 37.35352
75.89063 13.18359 -13.18359
76.28125 19.71436 -18.79883
76.67188 29.41895 -20.50781
77.06250 23.68164 -20.50781
77.45313 65.36865 -25.14648
77.84375 49.56055 3.17383
78.23438 40.58838 -33.20313
78.62500 4.39453 -3.66211
79.01563 43.64014 -43.70117
79.40625 29.47998 3.41797
79.79688 27.77100 -21.72852
80.18750 22.82715 -19.77539
80.57813 18.49365 -6.10352
80.96875 4.82178 -4.88281
81.35938 21.54541 -14.64844
81.75000 59.32617 -45.16602
82.14063 44.25049 -41.74805
82.53125 50.17090 -50.29297
82.92188 15.80811 -13.18359
83.31250 18.92090 -0.97656
83.70313 25.14648 -12.20703
84.09375 55.05371 -30.76172
84.48438 14.64844 11.71875
84.87500 40.83252 9.27734
85.26563 26.12305 -0.48828
85.65625 14.95361 -8.78906
86.04688 37.47559 21.24023
86.43750 17.63916 6.83594
86.82813 22.09473 -4.39453
87.21875 10.00977 -9.27734
87.60938 25.81787 -3.17383
88.00000 11.84082 -1.95313
88.39063 51.26953 42.48047
88.78125 31.31104 -20.75195
89.17188 41.25977 27.09961
89.56250 25.32959 16.84570
89.95313 9.70459 9.52148
90.34375 12.32910 -1.46484
90.73438 34.24072 -33.69141
91.12500 41.07666 18.31055
91.51563 16.54053 -1.95313
91.90625 9.94873 -10.00977
92.29688 54.01611 -32.71484
92.68750 48.33984 14.64844
93.07813 49.98779 42.96875
93.46875 52.18506 -50.29297
93.85938 11.77979 -11.47461
94.25000 50.96436 -27.83203
94.64063 22.82715 -6.10352
95.03125 23.80371 -9.03320
95.42188 25.26855 -7.56836
95.81250 20.50781 -20.01953
96.20313 22.15576 2.92969
96.59375 43.88428 -37.84180
96.98438 49.62158 -31.00586
97.37500 37.59766 -34.66797
97.76563 24.78027 -16.84570
98.15625 25.14648 22.46094
98.54688 9.94873 6.34766
98.93750 28.13721 -20.26367
99.32813 21.97266 -8.30078
99.71875 38.39111 -36.86523
100.10938 41.56494 -33.20313
100.50000 21.66748 10.25391
100.89063 8.05664 3.17383
101.28125 55.90820 -21.97266
101.67188 37.47559 -25.39063
102.06250 10.19287 -8.78906
102.45313 32.47070 29.54102
102.84375 20.08057 15.86914
103.23438 28.93066 -14.40430
103.62500 24.84131 -4.88281
104.01563 33.75244 -29.05273
104.40625 40.28320 -9.27734
104.79688 6.77490 -3.41797
105.18750 51.26953 -17.33398
105.57813 44.37256 -7.08008
105.96875 13.61084 10.49805
106.35938 6.89697 2.19727
106.75000 35.40039 -34.17969
107.14063 18.67676 -7.32422
107.53125 36.31592 4.63867
107.92188 30.70068 -20.26367
108.31250 26.79443 -7.56836
108.70313 8.91113 -9.03320
109.09375 39.24561 -36.86523
109.48438 42.84668 -5.37109
109.87500 16.05225 4.63867
110.26563 25.20752 -10.98633
110.65625 17.02881 -11.47461
111.04688 33.93555 1.46484
111.43750 42.84668 -37.10938
111.82813 54.26025 -1.22070
112.21875 28.44238 -26.85547
112.60938 9.64355 -1.46484
113.00000 15.13672 1.46484
113.39063 30.63965 -0.24414
113.78125 41.87012 14.40430
114.17188 32.65381 22.46094
114.56250 28.13721 -27.34375
114.95313 25.26855 1.95313
115.34375 33.02002 -13.91602
115.73438 28.50342 18.06641
116.12500 72.50977 -58.10547
116.51563 6.65283 -2.68555
116.90625 53.34473 -26.36719
117.29688 25.20752 20.99609
117.68750 41.74805 -21.24023
118.07813 36.19385 13.67188
118.46875 56.33545 23.92578
118.85938 83.86230 37.84180
119.25000 29.05273 -4.15039
119.64063 20.69092 1.22070
120.03125 45.47119 -27.34375
120.42188 36.43799 -0.24414
120.81250 25.93994 -24.90234
121.20313 19.22607 -16.84570
121.59375 31.79932 -25.87891
121.98438 32.10449 -31.25000
122.37500 33.63037 -33.69141
122.76563 35.15625 -21.24023
123.15625 48.33984 -47.60742
123.54688 45.28809 -14.89258
123.93750 19.77539 -11.47461
124.32813 40.64941 -38.81836
124.71875 19.47021 -19.53125
125.10938 22.09473 18.31055
125.50000 28.19824 -21.97266
125.89063 23.80371 -21.24023
126.28125 65.91797 -65.67383
126.67188 29.23584 -2.19727
127.06250 44.55566 -28.07617
127.45313 48.70605 16.35742
127.84375 57.43408 -16.11328
128.23438 20.69092 10.74219
128.62500 64.75830 -12.69531
129.01563 43.82324 -4.63867
129.40625 38.33008 35.15625
129.79688 44.79980 -44.92188
130.18750 26.97754 -6.59180
130.57813 74.95117 -11.47461
130.96875 45.71533 -27.09961
131.35938 13.85498 10.25391
131.75000 7.50732 -2.92969
132.14063 38.26904 -30.51758
132.53125 11.84082 -8.05664
132.92188 27.58789 -25.63477
133.31250 19.89746 -5.85938
133.70313 33.81348 24.41406
134.09375 44.43359 -42.96875
134.48438 43.82324 31.98242
134.87500 15.68604 -13.91602
135.26563 25.26855 11.96289
135.65625 70.80078 44.18945
136.04688 30.27344 22.70508
